"","第1層","第2層","第3層","第4層"
679,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","患者と家族が感じる放射線特有の精神的・社会的苦痛に対して十分に配慮できる。"
680,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","患者の漠然とした不安を受け止め、不安を軽減するためにわかりやすい言葉で説明でき、対話ができる。"
681,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","内部被ばくと外部被ばくの病態、症候、線量評価、治療を説明できる。"
682,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","放射線の生体影響と放射線障害","放射線災害・原子力災害でのメンタルヘルスを説明できる。"
683,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","胎児の循環・呼吸の生理的特徴と出生時の変化を説明できる。"
684,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","主な先天性疾患を列挙できる。"
685,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","新生児の生理的特徴、胎児機能不全(non-reassuring fetal status <NRFS>)、新生児仮死の病態を説明できる。"
686,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","新生児マススクリーニング、新生児黄疸の鑑別と治療、新生児期の呼吸障害の病因を列挙できる。"
687,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","正常児・低出生体重児・病児の管理の基本を説明できる。低出生体重児固有の疾患を概説できる。"
688,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","新生児聴覚スクリーニングを説明できる。"
689,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","乳幼児の生理機能の発達を説明できる。"
690,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","乳幼児の保育法・栄養法の基本を概説できる。"
691,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","乳幼児突然死症候群(sudden infant death syndrome <SIDS>)を説明できる。"
692,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","小児の精神運動発達及び心身相関、小児の栄養上の問題点、小児免疫発達と感染症の関係を概説できる。"
693,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","小児保健における予防接種の意義と内容を説明できる。"
694,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","成長に関わる主な異常（小児心身症を含む）を列挙できる。"
695,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","児童虐待を概説できる。"
696,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","小児の診断法と治療法における特徴を概説できる。"
697,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","神経発達障害群（自閉症スペクトラム症障害<ASD>、注意欠如・多動症障害<ADHD>、限局性学習障害、チック障害群）を列挙できる。"
698,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","思春期発現の機序と性徴を説明できる。"
699,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","思春期と関連した精神保健上の問題を列挙できる。"
700,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","成長と発達","移行期医療の現状と課題を説明できる。"
701,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","加齢と老化","老化学説、老化制御、加齢に伴う臓器の構造的・機能的変化を説明でき、これによる予備能の低下等患者にもたらされる生理的変化を説明できる。"
702,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","加齢と老化","高齢者総合機能評価(comprehensive geriatric assessment <CGA>)を実施できる。"
703,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","加齢と老化","老年症候群（歩行障害・転倒、認知機能障害、排泄障害、栄養障害、摂食・嚥下障害等）、フレイル、サルコペニア、ロコモティブ・シンドロームの概念、その対処法、予防が説明できる。"
704,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","加齢と老化","認知症・うつ・せん妄、歩行障害・転倒の評価、鑑別診断を行い、原因に応じた治療・予防・リハビリテーションを説明できる。"
705,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","加齢と老化","口腔機能低下、摂食・嚥下障害の評価、鑑別診断を行い、原因に応じた治療・リハビリテーション、予防を実施でき、栄養マネジメントを説明できる。"
706,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","加齢と老化","加齢に伴う薬物動態の変化、高齢者に対する薬物療法の注意点を説明でき、ポリファーマシーの是正等適切な介入が実施できる。"
707,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","加齢と老化","高齢者の障害及び廃用症候群を説明でき、それらに対するリハビリテーションを説明できる。"
708,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","加齢と老化","高齢者の退院支援と介護保険制度を説明できる。"
709,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","加齢と老化","高齢者の人生の最終段階における医療（エンド・オブ・ライフ・ケア）を説明できる。"
710,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","人の死","死の概念と定義や生物学的な個体の死を説明できる。"
711,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","人の死","植物状態と脳死の違い、内因死と外因死について違いと内容を説明でき、突然死の定義、突然死を来しうる疾患（乳幼児突然死症候群<SIDS>を含む）を説明できる。"
712,"専門知識に基づいた問題解決能力","全身に及ぶ生理的変化、病態、診断、治療","人の死","診療関連死を説明できる。"
