"番号","章番号","章","大項目番号","大項目","中項目番号","中項目","小項目番号","小項目","再掲","備考","Ａ","Ｂ","Ｃ","削除","KW計","H17","H21","H25","H30","患者調査による頻度"
"874","Ⅷ","泌尿生殖","６","腎・尿路・男性生殖器の腫瘍","Ｂ","下部尿路腫瘍","②","尿膜管癌","","","0","1","3","2","0","","","","","0"
"875","Ⅷ","泌尿生殖","６","腎・尿路・男性生殖器の腫瘍","Ｂ","下部尿路腫瘍","③","尿道癌","","","0","1","5","0","0","","","","","0"
"876","Ⅷ","泌尿生殖","６","腎・尿路・男性生殖器の腫瘍","Ｂ","下部尿路腫瘍","④","尿道カルンクル","","","0","2","3","0","0","","","","","0"
"877","Ⅷ","泌尿生殖","６","腎・尿路・男性生殖器の腫瘍","Ｃ","男性生殖器腫瘍","①","前立腺肥大症","","","5","1","0","0","22","5","7","6","4","473"
"878","Ⅷ","泌尿生殖","６","腎・尿路・男性生殖器の腫瘍","Ｃ","男性生殖器腫瘍","②","前立腺癌","","","4","2","0","0","21","4","6","8","3","197"
"879","Ⅷ","泌尿生殖","６","腎・尿路・男性生殖器の腫瘍","Ｃ","男性生殖器腫瘍","③","セミノーマ<精上皮腫>","","","2","2","2","0","9","3","1","4","1","3"
"880","Ⅷ","泌尿生殖","６","腎・尿路・男性生殖器の腫瘍","Ｃ","男性生殖器腫瘍","④","非セミノーマ","","","0","3","1","1","0","","","","","0"
"881","Ⅷ","泌尿生殖","６","腎・尿路・男性生殖器の腫瘍","Ｃ","男性生殖器腫瘍","⑤","陰茎癌","","","0","3","2","0","1","","","1","","1"
"882","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ａ","外陰の腫瘍","①","Bowen病","181","","0","2","2","1","6","2","1","2","1","0"
"883","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ａ","外陰の腫瘍","②","外陰Paget病","","","0","2","4","0","1","","","","1","2"
"884","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ａ","外陰の腫瘍","③","外陰癌","","","0","3","2","0","0","","","","","2"
"885","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｂ","子宮頸部の類腫瘍・腫瘍","①","子宮頸管ポリープ","","","0","3","2","0","0","","","","","6"
"886","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｂ","子宮頸部の類腫瘍・腫瘍","④","異形成<子宮頸部上皮内腫瘍>","","","1","1","4","0","2","1","","1","","54"
"887","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｂ","子宮頸部の類腫瘍・腫瘍","⑤","子宮頸癌","","","5","1","0","0","11","1","3","5","2","25"
"888","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｃ","子宮体部の類腫瘍・腫瘍","⑥","子宮内膜ポリープ","","","0","2","3","1","0","","","","","7"
"889","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｃ","子宮体部の類腫瘍・腫瘍","①","子宮内膜増殖症","","","2","2","2","0","2","1","","","1","8"
"890","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｃ","子宮体部の類腫瘍・腫瘍","②","子宮内膜異型増殖症","","","0","2","2","2","0","","","","","0"
"891","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｃ","子宮体部の類腫瘍・腫瘍","①","子宮体癌<子宮内膜癌>","","","4","2","0","0","21","5","5","8","3","4"
"892","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｃ","子宮体部の類腫瘍・腫瘍","②","子宮筋腫","","","5","1","0","0","7","1","","5","1","116"
"893","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｃ","子宮体部の類腫瘍・腫瘍","③","子宮肉腫","","","0","2","2","1","0","","","","","0"
"893.5","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・","Ｄ","卵巣腫瘍","①","卵巣腫瘍","","","0","0","0","0","7","4","1","2","","0"
"894","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｄ","卵巣腫瘍","②","機能性卵巣囊胞","","","1","2","3","0","1","","","1","","0"
"895","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｄ","卵巣腫瘍","③","表層上皮性・間質性腫瘍","","","0","1","4","0","1","","","","1","0"
"896","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｄ","卵巣腫瘍","④","性索間質性腫瘍","","","0","1","4","0","1","","","1","","0"
"897","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｄ","卵巣腫瘍","⑤","胚細胞腫瘍","464, 985","","0","1","4","0","4","1","","3","","0"
"898","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｄ","卵巣腫瘍","⑥","卵巣･卵管･腹膜癌","","","1","3","2","0","6","1","1","3","1","26"
"899","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｄ","卵巣腫瘍","⑦","二次性<転移性>腫瘍","","","0","3","1","1","1","","","1","","0"
"900","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｄ","卵巣腫瘍","①","茎捻転","","","3","1","1","0","2","","","1","1","0"
"901","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｅ","子宮内膜症、子宮腺筋症","②","子宮内膜症","","子宮内膜症性囊胞<卵巣チョコレート囊胞>","5","0","1","0","1","","","","1","68"
"902","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｅ","子宮内膜症、子宮腺筋症","③","子宮腺筋症","","","1","5","0","0","5","1","1","3","","0"
"903","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｆ","絨毛性疾患","④","胞状奇胎","4","","0","3","3","0","4","","2","1","1","1"
"904","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｆ","絨毛性疾患","⑤","存続絨毛症","","","0","1","5","0","1","","","1","","0"
"905","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｆ","絨毛性疾患","⑥","絨毛癌","","","1","1","4","0","1","","","1","","0"
"906","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｇ","その他の婦人科腫瘍","⑦","腟癌","","","0","3","2","0","0","","","","","1"
"907","Ⅷ","泌尿生殖","７","女性生殖器の類腫瘍・腫瘍","Ｇ","その他の婦人科腫瘍","①","腹膜偽粘液腫","666","","0","2","4","0","2","","1","1","","0"
"907.5","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ａ","無月経","②","続発性無月経、,無月経、月経異常","","","0","0","0","0","24","8","10","4","2","0"
"908","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ａ","無月経","③","視床下部性無月経","","神経性食思<欲>不振症<拒食症>","3","2","1","0","5","","3","2","","8"
"909","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ａ","無月経","④","下垂体性無月経","","","1","3","2","0","0","","","","","8"
"910","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ａ","無月経","⑤","卵巣性無月経","","","0","4","2","0","1","","","1","","8"
"911","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ａ","無月経","⑥","子宮性無月経","","","0","4","2","0","1","","","1","","12"
"912","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｂ","月経周期と量の異常","⑦","希発月経","","","2","2","1","0","0","","","","","2"
"913","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｂ","月経周期と量の異常","⑧","過多月経","","","2","2","1","0","4","1","","2","1","19"
"914","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｂ","月経周期と量の異常","⑨","過少月経","","","2","2","1","0","0","","","","","0"
"915","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｃ","月経困難症","⑩","機能性月経困難症","","","2","4","0","0","8","2","1","3","2","88"
"916","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｃ","月経困難症","①","器質性月経困難症","","","1","4","1","0","1","","1","","","85"
"917","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｄ","その他の月経異常","②","無排卵","","","0","3","2","0","0","","","","","22"
"918","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｄ","その他の月経異常","③","黄体機能不全","","","0","3","2","0","1","","","1","","0"
"919","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｄ","その他の月経異常","④","高プロラクチン血症、乳汁漏出症","1222","","0","4","1","0","12","4","2","4","2","4"
"920","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｄ","その他の月経異常","中","多囊胞性卵巣症候群<PCOS>","1252","","1","3","1","0","8","4","1","2","1","3"
"921","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｄ","その他の月経異常","①","月経前症候群","","","3","1","2","0","0","","","","","5"
"922","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｄ","その他の月経異常","②","早発閉経","","","0","2","4","0","2","","1","1","","0"
"923","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｄ","その他の月経異常","①","機能性子宮出血","","","2","2","2","0","2","","","1","1","2"
"923.5","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｅ","不妊、不育","①","不妊症","","","0","0","0","0","14","3","2","5","4","0"
"924","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｅ","不妊、不育","②","女性不妊症","","生殖補助技術<ART>、卵巣過剰刺激症候群","1","3","1","0","3","2","1","","","201"
"925","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｅ","不妊、不育","③","男性不妊症","","精液検査","1","3","1","0","3","","1","2","","10"
"926","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｅ","不妊、不育","④","不育症","6","抗リン脂質抗体症候群","0","1","4","0","4","1","","2","1","0"
"927","Ⅷ","泌尿生殖","８","月経異常、不妊、不育","Ｆ","避妊","⑤","避妊","","経口避妊薬、緊急避妊","4","1","1","0","0","","","","","0"
"928","Ⅷ","泌尿生殖","９","更年期・閉経後障害","Ａ","更年期障害","⑥","更年期障害","","ホルモン補充療法","3","2","0","0","9","1","2","4","2","124"
"929","Ⅷ","泌尿生殖","９","更年期・閉経後障害","Ｂ","閉経後障害","①","萎縮性腟炎","","","1","2","3","0","0","","","","","22"
"930","Ⅷ","泌尿生殖","９","更年期・閉経後障害","Ｂ","閉経後障害","②","骨粗鬆症","1094, 1239","","4","0","1","0","21","4","7","6","4","0"
"931","Ⅷ","泌尿生殖","９","更年期・閉経後障害","Ｂ","閉経後障害","①","脂質異常症","","","4","0","1","0","0","","","","","0"
"932","Ⅷ","泌尿生殖","９","更年期・閉経後障害","Ｂ","閉経後障害","②","動脈硬化","","","4","0","1","0","0","","","","","0"
"933","Ⅷ","泌尿生殖","９","更年期・閉経後障害","Ｂ","閉経後障害","①","冠動脈疾患","","","4","0","1","0","0","","","","","0"
"934","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ａ","腎・尿路の形態異常","②","単純性腎囊胞","","","1","1","4","0","1","","1","","","0"
"935","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ａ","腎・尿路の形態異常","①","囊胞腎","","","1","2","3","0","9","1","","8","","5"
"936","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ａ","腎・尿路の形態異常","②","海綿腎","","","0","0","3","3","0","","","","","0"
"937","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ａ","腎・尿路の形態異常","①","馬蹄腎","","","0","2","4","0","0","","","","","0"
"938","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ａ","腎・尿路の形態異常","②","重複腎盂尿管","","","0","2","4","0","0","","","","","0"
"939","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ａ","腎・尿路の形態異常","③","異所性尿管開口","","","0","1","3","2","1","","","","1","0"
"940","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ａ","腎・尿路の形態異常","④","尿管瘤","","","0","1","3","2","0","","","","","0"
"941","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ａ","腎・尿路の形態異常","⑤","膀胱憩室","","","0","0","5","0","0","","","","","0"
"942","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ａ","腎・尿路の形態異常","⑥","膀胱瘤","","","0","2","4","0","3","","1","1","1","2"
"943","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ｂ","男性生殖器の形態異常","①","尿道下裂","","","0","2","4","0","1","","","","1","0"
"944","Ⅷ","泌尿生殖","10","そ の他 の尿 路・生殖器異常","Ｂ","男性生殖器の形態異常","②","包茎","","","0","4","2","0","1","","","1","","3"
"945","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｂ","男性生殖器の形態異常","③","停留精巣","","","0","5","1","0","6","2","3","1","","3"
"946","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｂ","男性生殖器の形態異常","④","精巣・精索水瘤","","","0","3","2","0","3","1","","1","1","19"
"947","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｂ","男性生殖器の形態異常","⑤","精索静脈瘤","","","0","2","3","0","1","","","1","","0"
"948","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｂ","男性生殖器の形態異常","⑥","精巣捻転症","","","3","2","1","0","3","1","","1","1","19"
"949","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｃ","女性生殖器の形態異常","①","子宮の奇形","","","0","1","4","0","1","","","1","","0"
"950","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｃ","女性生殖器の形態異常","②","子宮の位置異常","","","0","1","4","1","0","","","","","0"
"951","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｃ","女性生殖器の形態異常","③","腟脱、子宮脱","","直腸瘤","0","4","2","0","3","1","1","1","","29"
"952","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｄ","尿路・生殖器の機能異常","①","夜尿症<夜間遺尿症>","","","2","2","2","0","2","","","1","1","0"
"953","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｄ","尿路・生殖器の機能異常","②","過活動膀胱","","","3","1","1","0","3","1","1","1","","77"
"954","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｄ","尿路・生殖器の機能異常","③","腹圧性尿失禁","","","4","1","1","0","7","1","3","2","1","3"
"955","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｄ","尿路・生殖器の機能異常","④","勃起障害","","","1","3","1","0","3","2","","1","","0"
"956","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｄ","尿路・生殖器の機能異常","⑤","持続勃起症","","","0","0","5","0","0","","","","","0"
"957","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｅ","尿路・生殖器の損傷","①","腎・尿路損傷","","","1","3","2","0","6","","2","4","","0"
"958","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｅ","尿路・生殖器の損傷","②","陰茎折症","","","0","2","4","0","2","","","","2","0"
"959","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｅ","尿路・生殖器の損傷","③","精巣損傷","","","0","2","3","1","0","","","","","0"
"960","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｅ","尿路・生殖器の損傷","④","尿路・性器異物","","","0","2","4","0","0","","","","","0"
"961","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｅ","尿路・生殖器の損傷","⑤","女性性器損傷","","","0","2","4","0","0","","","","","0"
"962","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｅ","尿路・生殖器の損傷","⑥","尿管腟瘻","","","0","2","3","0","0","","","","","0"
"963","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｅ","尿路・生殖器の損傷","⑦","膀胱腟瘻","","","0","2","2","1","0","","","","","0"
"964","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｅ","尿路・生殖器の損傷","⑧","直腸腟瘻、膀胱腸瘻","","","0","2","2","1","0","","","","","直腸腟瘻0、膀胱腸瘻1"
"965","Ⅷ","泌尿生殖","10","そ の他殖器異常","Ｅ","尿路・生殖器の損傷","⑨","月経瘻","","","0","0","5","1","0","","","","","0"
