,第2層,第3層,第4層,H28対応項目,メモ
8086,患者情報の統合、分析と評価、診療計画,治療計画,周術期における主な薬剤の服薬管理（継続、中止等）の必要性とそれに伴うリスクの基本を説明できる。,F-02-09-02-06,
8087,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理における輸液・輸血の基本を説明できる。,F-02-09-02-07,
8088,患者情報の統合、分析と評価、診療計画,治療計画,術後痛の管理を説明できる。,F-02-09-02-08,
8089,患者情報の統合、分析と評価、診療計画,治療計画,術後回復室の役割を概説できる。,F-02-09-02-09,
8090,患者情報の統合、分析と評価、診療計画,治療計画,集中治療室の役割を概説できる。,F-02-09-02-10,
8091,患者情報の統合、分析と評価、診療計画,治療計画,麻酔の概念、種類と麻酔時の生体反応を説明できる。,F-02-10-na-01,
8092,患者情報の統合、分析と評価、診療計画,治療計画,麻酔管理を安全に行うための術前評価と呼吸管理を概説できる。,F-02-10-na-02,
8093,患者情報の統合、分析と評価、診療計画,治療計画,麻酔薬と筋弛緩薬の種類と使用上の原則を説明できる。,F-02-10-na-03,
8094,患者情報の統合、分析と評価、診療計画,治療計画,吸入麻酔と静脈麻酔の適応、禁忌、方法、事故と合併症を概説できる。,F-02-10-na-04,
8095,患者情報の統合、分析と評価、診療計画,治療計画,局所麻酔、末梢神経ブロック、神経叢ブロック、脊髄くも膜下麻酔、硬膜外麻酔の適応、禁忌と合併症を概説できる。,F-02-10-na-06,
8096,患者情報の統合、分析と評価、診療計画,治療計画,安全な麻酔のためのモニタリングの方法、重要な異常所見と対処法を概説できる。,F-02-10-na-07,
8097,患者情報の統合、分析と評価、診療計画,治療計画,悪性高熱症や神経筋疾患患者における麻酔管理上の注意点を概説できる。,F-02-10-na-08,
8098,患者情報の統合、分析と評価、診療計画,治療計画,食行動、食事摂取基準、食事バランス、日本食品標準成分表、補助食品、食物繊維・プロバイオティクス・プレバイオティクスを概説できる。,F-02-11-na-01,
8099,患者情報の統合、分析と評価、診療計画,治療計画,栄養アセスメント、栄養ケア・マネジメント、栄養サポートチーム(nutrition support team <NST>)、疾患別の栄養療法を説明できる。,F-02-11-na-02,
8100,患者情報の統合、分析と評価、診療計画,治療計画,各種補液製剤（ビタミン、微量元素を含む）の特徴と病態に合わせた適応、投与時の注意事項を説明できる。,F-02-11-na-03,
8101,患者情報の統合、分析と評価、診療計画,治療計画,経静脈栄養と経管・経腸栄養の適応、方法と合併症、長期投与時の注意事項を説明できる。,F-02-11-na-04,
8102,患者情報の統合、分析と評価、診療計画,治療計画,乳幼児と小児の輸液療法を説明できる。,F-02-11-na-05,
8103,患者情報の統合、分析と評価、診療計画,治療計画,主な医療機器の種類と原理を概説できる。,F-02-12-na-01,
8104,患者情報の統合、分析と評価、診療計画,治療計画,主な人工臓器の種類と原理を概説できる。,F-02-12-na-02,
8105,患者情報の統合、分析と評価、診療計画,治療計画,血液製剤及び血漿分画製剤の種類と適応を説明できる。,F-02-13-na-01,
8106,患者情報の統合、分析と評価、診療計画,治療計画,血液型(ABO、RhD)検査、血液交差適合（クロスマッチ）試験、不規則抗体検査を説明できる。,F-02-13-na-02,
8107,患者情報の統合、分析と評価、診療計画,治療計画,輸血副反応、輸血使用記録保管義務、不適合輸血の防止手順を説明できる。,F-02-13-na-03,
8108,患者情報の統合、分析と評価、診療計画,治療計画,輸血の適正使用、成分輸血、自己血輸血、緊急時の輸血を説明できる。,F-02-13-na-04,
8109,患者情報の統合、分析と評価、診療計画,治療計画,臓器移植、造血幹細胞移植の種類と適応を説明できる。,F-02-13-na-05,
8110,患者情報の統合、分析と評価、診療計画,治療計画,移植と組織適合性の関係を説明できる。,F-02-13-na-06,
8111,患者情報の統合、分析と評価、診療計画,治療計画,移植後の拒絶反応、移植片対宿主病の病態生理と発症時の対応を説明できる。,F-02-13-na-07,
8112,患者情報の統合、分析と評価、診療計画,治療計画,免疫抑制薬の種類、適応と副作用を説明できる。,F-02-13-na-08,
8113,患者情報の統合、分析と評価、診療計画,治療計画,リハビリテーションの概念と適応（心大血管疾患、呼吸器疾患、癌等の内部障害を含む）を説明できる。,F-02-14-na-01,
8114,患者情報の統合、分析と評価、診療計画,治療計画,福祉・介護との連携におけるリハビリテーションの役割を説明できる。,F-02-14-na-03,
8115,患者情報の統合、分析と評価、診療計画,治療計画,機能障害と日常生活動作(activities of daily living <ADL>)の評価ができる。,F-02-14-na-05,
8116,患者情報の統合、分析と評価、診療計画,治療計画,理学療法、作業療法と言語聴覚療法を概説できる。,F-02-14-na-06,
8117,患者情報の統合、分析と評価、診療計画,治療計画,主な歩行補助具、車椅子、義肢（義手、義足）と装具を概説できる。,F-02-14-na-07,
8118,患者情報の統合、分析と評価、診療計画,治療計画,在宅医療の在り方、今後の必要性と課題を概説できる。,F-02-15-na-01,
8119,患者情報の統合、分析と評価、診療計画,治療計画,在宅における人生の最終段階における医療、看取りの在り方と課題を概説できる。,F-02-15-na-04,
8120,患者情報の統合、分析と評価、診療計画,治療計画,介護の定義と種類を説明できる。,F-02-15-na-05,
8121,患者情報の統合、分析と評価、診療計画,治療計画,日常生活動作<ADL>（排泄、摂食、入浴等）に応じた介護と環境整備の要点を概説できる。,F-02-15-na-06,
8122,患者情報の統合、分析と評価、診療計画,治療計画,地域包括ケアシステムと介護保険制度、障害者総合支援法等の医療保健福祉制度を概説できる。,F-02-15-na-07,
8123,患者情報の統合、分析と評価、診療計画,治療計画,全人的苦痛を説明できる。,F-02-16-na-02,
8124,患者情報の統合、分析と評価、診療計画,治療計画,緩和ケアにおいて頻度の高い身体的苦痛、心理社会的苦痛を列挙することができる。,F-02-16-na-03,
8125,患者情報の統合、分析と評価、診療計画,治療計画,疼痛のアセスメント、疼痛緩和の薬物療法、癌疼痛治療法を説明できる。,F-02-16-na-04,
8126,患者情報の統合、分析と評価、診療計画,治療計画,オピオイドの適応と課題を説明できる。,F-02-16-na-05,
8127,患者情報の統合、分析と評価、診療計画,治療計画,緩和ケアにおける患者・家族の心理を説明できる。,F-02-16-na-06,
8128,患者情報の統合、分析と評価、診療計画,治療計画,科学的根拠に基づいた治療法を述べることができる。,F-03-04-na-02,
8129,患者情報の統合、分析と評価、診療計画,治療計画,治療の立案・実施に可能な範囲で参加できる。,F-03-05-08-03,治療手技も
8130,患者情報の統合、分析と評価、診療計画,治療計画,外科的治療の適応を知る。,G-04-01-02-01,
8131,患者情報の統合、分析と評価、診療計画,治療計画,手術計画の立案に可能な範囲で参加する。,G-04-01-02-02,
8132,患者情報の統合、分析と評価、診療計画,治療計画,周術期管理に可能な範囲で参加する。,G-04-01-02-03,
8133,患者情報の統合、分析と評価、診療計画,治療計画,手術を含めた婦人科的治療に可能な範囲で参加する。,G-04-01-04-05,
8134,患者情報の統合、分析と評価、診療計画,治療計画,健康問題に対する包括的アプローチ（複数の健康問題の相互作用等）を体験する。,G-04-01-06-02,
8135,患者情報の統合、分析と評価、診療計画,治療計画,家族や地域といった視点をもち、心理・社会的背景により配慮した診療に可能な範囲で参加する。,G-04-01-06-03,
8136,患者情報の統合、分析と評価、診療計画,治療計画,在宅医療を体験する。,G-04-01-06-04,
8137,患者情報の統合、分析と評価、診療計画,治療計画,治療やマネジメントに関して意思決定するために、患者側と情報共有や摺り合わせをすることができる。,F-02-01-na-07,
8138,患者情報の統合、分析と評価、診療計画,治療計画,放射線治療の原理を説明し、主な放射線治療法を列挙できる。,F-02-05-na-03,
