臓器,分類,カテゴリ,サブカテゴリ,疾患,重要,UID,H28対応項目,H28表記,医学教育課修正案(20220419),医学教育課からのコメント(20220419),修正案(20220318),作業用(20220417),疾患(20220417),作業予定(20220417),コメント(20220318),重要(20220318),重複(計算列),重複のため削除する項目に●(20220408),重要度分類(スリム化チーム作業用)(20220330),"座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)",座長・副座長コメント(20220411),医学教育課修正案(20220317),医学教育課からのコメント(20220317),診断,治療,教育,予防,作成時(20220316コメント),修正案(20220316),パフォーマンス
消化器系,疾患・病態,肝疾患,肝炎,A 型肝炎,●,Jlvnl50,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,A 型肝炎,A 型肝炎,重要,,●,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,肝炎,B 型肝炎,●,Jlvnl54,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,B 型肝炎,B 型肝炎,重要,,●,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,肝炎,C 型肝炎,●,Jlvnl6A,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,C 型肝炎,C 型肝炎,重要,,●,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,肝炎,急性肝炎,●,Jlvnl6Q,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,急性肝炎,急性肝炎,重要,,●,,,,,,,,,,,,統合すべきか?,,
消化器系,疾患・病態,肝疾患,肝炎,慢性肝炎,●,Jlvnl6Y,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,慢性肝炎,慢性肝炎,重要,,●,,,,,,,,,,,,統合すべきか?,,
消化器系,疾患・病態,肝疾患,肝炎,劇症型肝炎,●,Jlvnl6g,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,劇症型肝炎,劇症型肝炎,重要,,●,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,肝硬変および合併症,門脈圧亢進症,●,Jlvnl6k,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,門脈圧亢進症,門脈圧亢進症,重要,,●,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,肝硬変および合併症,肝性脳症,●,Jlvnl6s,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,肝性脳症,肝性脳症,重要,,●,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,肝硬変および合併症,肝癌,●,Jlvnl6w,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,肝癌,肝癌,重要,,●,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,なし,アルコール性肝障害,●,Jlvnl64,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,アルコール性肝障害,アルコール性肝障害,重要,,●（追記）,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,なし,薬物性肝障害,,Jlvnl68,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,薬物性肝障害,薬物性肝障害,,,,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,なし,肝膿瘍,,Jlvnl7E,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,肝膿瘍,肝膿瘍,,,,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,なし,原発性胆汁性肝硬変<PBC>,,Jlvnl7I,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,原発性胆汁性肝硬変<PBC>,原発性胆汁性肝硬変<PBC>,,<PBC>を追加（岡崎）,,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,なし,原発性硬化性胆管炎,,Jlvnl7Q,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,原発性硬化性胆管炎,原発性硬化性胆管炎,,,,,,,,,,,,,,,,,
消化器系,疾患・病態,肝疾患,なし,自己免疫性肝炎,,Jlvnl7Y,"D-07-04-05-01,D-07-04-05-02,D-07-04-05-03,D-07-04-05-04,D-07-04-05-05,D-07-04-05-06,D-07-04-05-07,D-07-04-05-08,D-07-04-05-09,D-07-04-05-10,D-07-04-05-11, D-07-04-05-11","A型・B型・C型・D型・E型肝炎の疫学、症候、診断、治療、経過と予後を説明できる。,急性肝炎、慢性肝炎の定義を説明できる。,急性肝不全の概念、診断を説明できる。,肝硬変の病因、病理、症候、診断と治療を説明できる。,肝硬変の合併症（門脈圧亢進症、肝性脳症、肝癌）を概説できる。,アルコール性肝障害を概説できる。,薬物性肝障害を概説できる。,肝膿瘍の症候、診断と治療を説明できる。,原発性胆汁性胆管炎（原発性胆汁性肝硬変）と原発性硬化性胆管炎の症候、診断、治療、経過と予後を説明できる。,自己免疫性肝炎を概説できる。,脂肪性肝疾患を概説できる。,脂肪性肝疾患を概説できる。",,,,自己免疫性肝炎,自己免疫性肝炎,,,,,,,,,,,,,,,,,
