"臓器","分類","カテゴリ","サブカテゴリ","疾患","重要","Unnamed: 6","UID","H28対応項目","修正案(20220318)","作業用(20220417)","疾患(20220417)","作業予定(20220417)","コメント(20220318)","重要(20220318)","重複(計算列)","重複のため削除する項目に●(20220408)","重要度分類(スリム化チーム作業用)(20220330)","座長・副座長返答(1.医学教育課の意見を反映,2.原案ママ,3.その他)(20220411)","座長・副座長コメント(20220411)","医学教育課修正案(20220317)","医学教育課からのコメント(20220317)","診断","治療","教育","予防","作成時(20220316コメント)","修正案(20220316)","パフォーマンス"
"妊娠と分娩","疾患・病態","異常妊娠","なし","多胎妊娠","","","JlvnmCA","D-10-04-na-01","","多胎妊娠","多胎妊娠","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","なし","前期破水、早期破水","","","JlvnmCE","D-10-04-na-01","","前期破水、早期破水","前期破水、早期破水","","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","なし","切迫早産","●","","JlvnmCM","D-10-04-na-01","","切迫早産","切迫早産","重要","","●","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常妊娠","なし","胎児機能不全","","","JlvnmCQ","D-10-04-na-01","","胎児機能不全","胎児機能不全","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","なし","早産","●","","JlvnmCY","D-10-04-na-02","","早産","早産","重要","","●","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","なし","微弱陣痛","","","JlvnmCc","D-10-04-na-02","","微弱陣痛","微弱陣痛","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","なし","遷延分娩","","","JlvnmCk","D-10-04-na-02","","遷延分娩","遷延分娩","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","なし","回旋異常","","","JlvnmCo","D-10-04-na-02","","回旋異常","回旋異常","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","なし","前置胎盤","","","JlvnmCw","D-10-04-na-02","","前置胎盤","前置胎盤","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","なし","癒着胎盤","","","JlvnmC4","D-10-04-na-02","","癒着胎盤","癒着胎盤","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","なし","常位胎盤早期剥離","","","JlvnmC8","D-10-04-na-02","","常位胎盤早期剥離","常位胎盤早期剥離","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常分娩","なし","分娩外傷","","","JlvnmDE","D-10-04-na-02","","分娩外傷","分娩外傷","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常産褥","なし","子宮復古不全","","","JlvnmDI","D-10-04-na-03","","子宮復古不全","子宮復古不全","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常産褥","なし","産褥熱","","","JlvnmDQ","D-10-04-na-03","","産褥熱","産褥熱","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","異常産褥","なし","乳腺炎","","","JlvnmDU","D-10-04-na-03","","乳腺炎","乳腺炎","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","産科出血","なし","弛緩出血","","","JlvnmDc","D-10-04-na-04","","弛緩出血","弛緩出血","","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","産科出血","なし","羊水塞栓症","","","JlvnmDg","D-10-04-na-04","","羊水塞栓症","羊水塞栓症","","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","産科出血","なし","播種性血管内凝固 <DIC> ","","","JlvnmDk","D-10-04-na-04","","播種性血管内凝固 <DIC> ","播種性血管内凝固 <DIC> ","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","なし","貧血","","","JlvnmDo","D-10-04-na-05","","貧血","貧血","","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","なし","耐糖能異常","","","JlvnmDs","D-10-04-na-05","","耐糖能異常","耐糖能異常","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","なし","甲状腺疾患","","","JlvnmD0","D-10-04-na-05","","甲状腺疾患","甲状腺疾患","","","","","","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","なし","免疫性血小板減少症 <ITP>","","","JlvnmD8","D-10-04-na-05","","免疫性血小板減少症 <ITP>","免疫性血小板減少症 <ITP>","重複削除","免疫性血小板減少性紫斑病から用語修正（岡崎／小松）","","重複あり","●","","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","HBV","","","JlvnmEA","D-10-04-na-05","","HBV","HBV","病原体名ではなく疾患名をかくか?","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","HCV","","","JlvnmEI","D-10-04-na-05","","HCV","HCV","病原体名ではなく疾患名をかくか?","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","HIV","","","JlvnmEM","D-10-04-na-05","","HIV","HIV","病原体名ではなく疾患名をかくか?","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","HTLV-Ⅰ","","","JlvnmEU","D-10-04-na-05","","HTLV-Ⅰ","HTLV-Ⅰ","病原体名ではなく疾患名をかくか?","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","パルボウイルスB19","","","JlvnmEY","D-10-04-na-05","","パルボウイルスB19","パルボウイルスB19","病原体名ではなく疾患名をかくか?","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","感染症","B群連鎖球菌","","","JlvnmEg","D-10-04-na-05","","B群連鎖球菌","B群連鎖球菌","病原体名ではなく疾患名をかくか?","","","","","●","","","","","","","","","","",""
"妊娠と分娩","疾患・病態","合併症妊娠","なし","TORCH症候群","","","JlvnmEk","D-10-04-na-05","","TORCH症候群","TORCH症候群","","","","","","●","","","","","","","","","","",""
"小児","疾患・病態","血液系","なし","小児白血病・悪性リンパ腫","●","","JlvnmEs","D-01-04-04-06","","小児白血病・悪性リンパ腫","小児白血病・悪性リンパ腫","重要","","●","","","","","","","","","","","","","",""
"小児","疾患・病態","血液系","なし","ビタミンK欠乏症","","","JlvnmE0","D-01-04-04-06","","ビタミンK欠乏症","ビタミンK欠乏症","重複削除","","","重複あり","●","","","","","","","","","","","",""
"小児","疾患・病態","神経系","なし","熱性けいれん","●","","JlvnmE4","D-02-04-09-01,D-02-04-09-02","","熱性けいれん","熱性けいれん","重要","","●","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","神経系","なし","脳性麻痺","●","","JlvnmFA","D-02-04-09-01,D-02-04-09-02","","脳性麻痺","脳性麻痺","重要","","●","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","神経系","なし","水頭症","","","JlvnmFE","D-02-04-09-01,D-02-04-09-02","","水頭症","水頭症","重複削除","","","重複あり","●","","","","","","","","","","","",""
"小児","疾患・病態","皮膚系","なし","伝染性膿痂疹　ブドウ球菌性熱傷様皮膚症候群<SSSS>","","","JlvnmFM","D-03-04-07-01, D-03-04-07-05","","伝染性膿痂疹　ブドウ球菌性熱傷様皮膚症候群<SSSS>","伝染性膿痂疹　ブドウ球菌性熱傷様皮膚症候群<SSSS>","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","皮膚系","なし","伝染性軟属腫","","","JlvnmFQ","D-03-04-07-01, D-03-04-07-05","","伝染性軟属腫","伝染性軟属腫","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","皮膚系","なし","麻疹","●","","JlvnmFY","D-03-04-07-01, D-03-04-07-05","","麻疹","麻疹","重要","","●","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","皮膚系","なし","風疹","●","","JlvnmFg","D-03-04-07-01, D-03-04-07-05","","風疹","風疹","重要","","●","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","皮膚系","なし","水痘","●","","JlvnmFk","D-03-04-07-01, D-03-04-07-05","","水痘","水痘","重要","","●","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","皮膚系","なし","伝染性紅斑","","","JlvnmFs","D-03-04-07-01, D-03-04-07-05","","伝染性紅斑","伝染性紅斑","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","皮膚系","なし","手足口病","","","JlvnmFw","D-03-04-07-01, D-03-04-07-05","","手足口病","手足口病","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","循環器系","なし","心房中隔欠損症","","","JlvnmF4","D-05-04-06-01","","心房中隔欠損症","心房中隔欠損症","重複削除","","","重複あり","●","","","","","","","","","","","",""
"小児","疾患・病態","循環器系","なし","心室中隔欠損症","","","JlvnmF8","D-05-04-06-01","","心室中隔欠損症","心室中隔欠損症","重複削除","","","重複あり","●","","","","","","","","","","","",""
"小児","疾患・病態","循環器系","なし","動脈管開存","","","JlvnmGE","D-05-04-06-01","","動脈管開存","動脈管開存","重複削除","","","重複あり","●","","","","","","","","","","","",""
"小児","疾患・病態","循環器系","なし","Fallot 四徴症","","","JlvnmGM","D-05-04-06-01","","Fallot 四徴症","Fallot 四徴症","重複削除","","","重複あり","●","","","","","","","","","","","",""
"小児","疾患・病態","呼吸器系","なし","クループ症候群","","","JlvnmGQ","D-06-04-02-02, D-06-04-02-06、D-06-04-03-03","","クループ症候群","クループ症候群","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","呼吸器系","なし","細気管支炎","●","","JlvnmGY","D-06-04-02-02, D-06-04-02-06、D-06-04-03-03","","細気管支炎","細気管支炎","重要","","●","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","呼吸器系","なし","小児気管支喘息","●","","JlvnmGc","D-06-04-02-02, D-06-04-02-06、D-06-04-03-03","","小児気管支喘息","小児気管支喘息","重要","","●","","","●","","","","","","","","","","",""
"小児","疾患・病態","消化器系","なし","肥厚性幽門狭窄症","","","JlvnmGk","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","肥厚性幽門狭窄症","肥厚性幽門狭窄症","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","消化器系","なし","鎖肛","","","JlvnmGo","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","鎖肛","鎖肛","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","消化器系","なし","Hirschsprung病","","","JlvnmGs","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","Hirschsprung病","Hirschsprung病","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","消化器系","なし","腸重積症","●","","JlvnmGw","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","腸重積症","腸重積症","重要","","●","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","消化器系","なし","便秘症","","","JlvnmG0","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","便秘症","便秘症","重複削除","","●","重複あり","●","","","","","","","","","","","",""
"小児","疾患・病態","消化器系","なし","乳児下痢症","●","","JlvnmG8","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","乳児下痢症","乳児下痢症","重要","","●","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","消化器系","なし","胆道閉鎖症","","","JlvnmHE","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","胆道閉鎖症","胆道閉鎖症","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","消化器系","なし","鼠径ヘルニア","●","","JlvnmHI","D-07-04-02-08 , D-07-04-03-09, D-07-04-03-10, D-07-04-03-11, D-07-04-07-03","","鼠径ヘルニア","鼠径ヘルニア","重要","","●","","","","","","","","","","","","","",""
"小児","疾患・病態","腎臓","なし","溶血性尿毒症症候群 <HUS>","","","JlvnmHQ","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","溶血性尿毒症症候群 <HUS>","溶血性尿毒症症候群 <HUS>","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","腎臓","なし","小児ネフローゼ症候群","●","","JlvnmHU","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","小児ネフローゼ症候群","小児ネフローゼ症候群","重要","","●","","","","","","","","","","","","","",""
"小児","疾患・病態","腎臓","なし","紫斑病性腎炎","","","JlvnmHc","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","紫斑病性腎炎","紫斑病性腎炎","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","腎臓","なし","先天性腎尿路奇形","","","JlvnmHg","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","先天性腎尿路奇形","先天性腎尿路奇形","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","腎臓","なし","膀胱尿管逆流","","","JlvnmHo","D-01-04-02-05, D-08-04-06-05 , D-08-04-07-01","","膀胱尿管逆流","膀胱尿管逆流","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","内分泌系・代謝","なし","成長ホルモン分泌不全型低身長","","","JlvnmHw","D-12-04-01-05, D-12-04-04-04","","成長ホルモン分泌不全型低身長","成長ホルモン分泌不全型低身長","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","内分泌系・代謝","なし","先天性副腎皮質過形成","","","JlvnmH0","D-12-04-01-05, D-12-04-04-04","","先天性副腎皮質過形成","先天性副腎皮質過形成","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","内分泌系・代謝","なし","アセトン血性嘔吐症","","","JlvnmH8","D-12-04-01-05, D-12-04-04-04","","アセトン血性嘔吐症","アセトン血性嘔吐症","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","精神系","神経発達症群","自閉スペクトラム症 <ASD>","","","JlvnmIA","E-07-03-na-08, E-07-03-na-05","","自閉スペクトラム症 <ASD>","自閉スペクトラム症 <ASD>","","","","","","●","","","","","","","","","","",""
"小児","疾患・病態","精神系","なし","注意・欠如多動症 <ADHD>","","","JlvnmII","E-07-03-na-08, E-07-03-na-05","","注意・欠如多動症 <ADHD>","注意・欠如多動症 <ADHD>","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","精神系","なし","限局性学習症","","","JlvnmIM","E-07-03-na-08, E-07-03-na-05","","限局性学習症","限局性学習症","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","精神系","なし","チック症","","","JlvnmIQ","E-07-03-na-08, E-07-03-na-05","","チック症","チック症","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","精神系","なし","小児心身症","","","JlvnmIU","E-07-03-na-08, E-07-03-na-05","","小児心身症","小児心身症","","","","","","","","","","","","","","","","",""
"小児","疾患・病態","腫瘍","なし","網膜芽細胞腫","","","JlvnmIc","D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","","網膜芽細胞腫","網膜芽細胞腫","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","腫瘍","なし","神経芽腫","","","JlvnmIg","D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","","神経芽腫","神経芽腫","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","腫瘍","なし","腎芽腫","","","JlvnmIo","D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","","腎芽腫","腎芽腫","","","","重複あり","","","","","","","","","","","","",""
"小児","疾患・病態","腫瘍","なし","胚芽腫","","","JlvnmIs","D-13-04-02-01, D-12-04-10-03, E-03-05-na-14","","胚芽腫","胚芽腫","","","","","","","","","","","","","","","","",""
